Index,demand
0,0.08940666085815807
1,0.0629059830767685
2,0.058335787702999416
3,0.06229165112694636
4,0.059846677867150394
5,0.06331299955172948
6,0.06094440919627236
7,0.06123189493292928
8,0.062311724899798526
9,0.0641440297281985
10,0.06232196238218718
11,0.2714922420091473
12,0.27151165034720043
13,0.06230268140048219
14,0.06335293537484904
15,0.061445868545159786
16,0.06404449879883387
17,0.06183594392671393
18,0.05902655828430514
19,0.06357499026401704
20,0.06838677051903638
21,0.061966291834583916
22,0.06069320824587859
23,0.06264813588602665
24,0.6014191393116793
25,0.0618289611672827
26,0.06436134907556773
27,0.061939279560369945
28,0.06207594758288069
29,0.06838677051903638
30,0.06316999051805215
31,0.06020251711880299
32,0.06403734490432027
33,0.05915904343509885
34,0.27302732005650393
35,0.6119101270206762
36,0.06394043969567627
37,0.061966291834583916
38,0.06324995605561723
39,0.06232196238218718
40,0.06073738194303303
41,0.058358638811704285
42,0.0630601795098986
43,0.05902790684091605
44,0.0607135242064081
45,0.06331299955172948
46,0.07363858809403315
47,0.6049890768968695
48,0.06473883812302374
49,0.0604681878199683
50,0.27302732005650393
51,0.06257257865604826
52,0.06132243601828678
53,0.0641440297281985
54,0.06173407120194407
55,0.06421670001592276
56,0.059846677867150394
57,0.059389749853859634
58,0.06020251711880299
59,0.06555020475003544
60,0.06533320892562762
61,0.061966291834583916
62,0.06230268140048219
63,0.06361924553341093
64,0.06043625341267818
65,0.6432876476089436
66,0.06250405838284892
67,0.06373736354763504
68,0.06403734490432027
69,0.059922571258848624
70,0.06373736354763504
71,0.060635967260511764
72,0.061461067015046895
73,0.06173407120194407
74,0.05959041863728237
75,0.059922571258848624
76,0.06232196238218718
77,0.06076561372151259
78,0.06144678597277303
79,0.06162382510556891
80,0.06264813588602665
81,0.06232196238218718
82,0.06101896467543514
83,0.0604681878199683
84,0.06265916615956248
85,0.06278823294339075
86,0.059389749853859634
87,0.5648515360550247
88,0.06495677523318004
89,0.06255845344855464
90,0.06242981056237783
91,0.062242666718651044
92,0.07087001139138009
93,0.06229165112694636
94,0.06314073657559341
95,0.0618289611672827
96,0.07363858809403315
97,0.07333145879424374
98,0.06361924553341093
99,0.06431403984973727
100,0.06473883812302374
101,0.058335787702999416
102,0.06248530241101107
103,0.052942226785784585
104,0.07475866264278407
105,0.06099243366538235
106,0.059922571258848624
107,0.059922571258848624
108,0.5489290479288901
109,0.058335787702999416
110,0.0635170188963288
111,0.06555020475003544
112,0.06519178090026781
113,0.06058332311066301
114,0.06063166543698106
115,0.0651574077005782
116,0.0618289611672827
117,0.061429937618058546
118,0.06250405838284892
119,0.06101896467543514
120,0.0617915118208109
121,0.06265916615956248
122,0.059922571258848624
123,0.0604681878199683
124,0.06229165112694636
125,0.06264813588602665
126,0.060546422081133394
127,0.2761485662263739
128,0.06174650908076566
129,0.06445212560562573
130,0.06192824928683412
131,0.06158360901276668
132,0.061966291834583916
133,0.06098163786289442
134,0.06063166543698106
135,0.06533320892562762
136,0.06076561372151259
137,0.06255845344855464
138,0.2718325123554622
139,0.061966291834583916
140,0.06232196238218718
141,0.06321077291464734
142,0.06178617494880053
143,0.06698578118703434
144,0.06063166543698106
145,0.07299692011582543
146,0.06047678129988502
147,0.061605327769781004
148,0.061966291834583916
149,0.0630601795098986
150,0.058335787702999416
151,0.06123085254879505
152,0.06232196238218718
153,0.06264712990974698
154,0.06269048654456322
155,0.06230268140048219
156,0.2720801280364471
157,0.06043625341267818
158,0.06069320824587859
159,0.06361924553341093
160,0.06305777644054879
161,0.06256835210164743
162,0.06232196238218718
163,0.0630601795098986
164,0.7413370739408369
165,0.06431403984973727
166,0.06158360901276668
167,0.062076623463605284
168,0.06088999612610143
169,0.06098163786289442
170,0.06495677523318004
171,0.0619417785620107
172,0.061966291834583916
173,0.058335787702999416
174,0.058358638811704285
175,0.06421670001592276
176,0.06063166543698106
177,0.06076561372151259
178,0.06018070280141911
179,0.0682775943757125
180,0.060704805302553136
181,0.28044149324497475
182,0.5674246456699132
183,0.06364784303037889
