Index,demand
0,0.06464906094171789
1,0.02008474394908888
2,0.009572515430900472
3,0.047842265214964756
4,0.05458698468377464
5,0.004748460860748607
6,0.035222265543156384
7,0.11143214400305593
8,0.034786497443647584
9,0.067460034438638
10,0.02918696678319413
11,0.25244519338515814
12,0.23513055665281143
13,0.03257194267161364
14,0.10255209242028927
15,0.06657522011887983
16,0.1275950448665116
17,0.02799772079965264
18,0.0960830554650664
19,0.04673984802444549
20,0.0014694283199971903
21,0.021063663617353387
22,0.0693307683720078
23,0.03638051251105875
24,0.4578965618783518
25,0.11335913471123027
26,0.02901291139073653
27,0.08381791049692078
28,0.04261153107643225
29,0.007683812522194994
30,0.018266879411439896
31,0.02922921180446407
32,0.02573893583109796
33,0.08165766741943373
34,0.23355337857581715
35,0.4866950183572971
36,0.04188111094627317
37,0.04816237404293655
38,0.06304829227887117
39,0.12986170506194444
40,0.010500582138161879
41,0.008170099599832573
42,0.01447929201279334
43,0.038177549639619605
44,0.026842898639151888
45,0.05540078862261098
46,0.06488613799312196
47,0.4483431647702825
48,0.087821664269109
49,0.07776919121286721
50,0.3021367175679652
51,0.04958569862194706
52,0.019965222065651878
53,0.19277041973952858
54,0.017166459975050938
55,0.050186860787674
56,0.11990066477597298
57,0.028642306744393983
58,0.02912479038385929
59,0.03144446599379926
60,0.0220661871121223
61,0.07508159119188317
62,0.09103281754305366
63,0.03932355268118103
64,0.025426681051994166
65,0.40033330824295066
66,0.029050868903943372
67,0.0387694204175027
68,0.03889616687690843
69,0.05744330503059277
70,0.026491148036035084
71,0.03205753110061226
72,0.002166927459634524
73,0.041603508030531554
74,0.031962967340772606
75,0.021344406439557595
76,0.03864483587357917
77,0.11651102955018797
78,0.13562001476611402
79,0.04971023799101216
80,0.03453096373747406
81,0.01612913962618956
82,0.012823474758744277
83,0.0771564984458418
84,0.08499296486608679
85,0.03533548261764969
86,0.128515562850723
87,0.39422388124678326
88,0.07209570183050819
89,0.03128384404892384
90,0.015874409519311253
91,0.04599210968325644
92,0.06597459665805827
93,0.1096940513808664
94,0.15726306391259343
95,0.01734714438714309
96,0.028183888395989884
97,0.0325941009754219
98,0.01729608112969175
99,0.013814881214945673
100,0.03179698309195507
101,0.023623018548103072
102,0.028302630762334094
103,0.12929042085498002
104,0.05351922457700884
105,0.02927288147776197
106,0.024393257673062746
107,0.09168088331890324
108,0.518845819908456
109,0.032366777552233335
110,0.01732262603922287
111,0.025408745926955828
112,0.03820779663009255
113,0.04657234882419962
114,0.023462015642680398
115,0.10540620654534745
116,0.15325104182401694
117,0.1039843081480406
118,0.09775833520996231
119,0.0480828143734164
120,0.01978127007205656
121,0.024028131891663834
122,0.033401005723126105
123,0.03353121499647834
124,0.003901399563103647
125,0.03829823425629882
126,0.051683459081288144
127,0.23786995227475027
128,0.0237144325506969
129,0.04427717311499828
130,0.0317509473050383
131,0.021717512709673023
132,0.024202422115628203
133,0.028921664379492756
134,0.04760070508696327
135,0.01915484943400303
136,0.08769933062475647
137,0.1307134555594115
138,0.25486036963001246
139,0.04938071023966399
140,0.0543965109113758
141,0.09293611829596762
142,0.06546113025822205
143,0.017731475042629133
144,0.08166411850606901
145,0.016637786486911263
146,0.012866283545700172
147,0.02417829071455649
148,0.09256142585850723
149,0.025059197295569963
150,0.021911830910933697
151,0.029805721491745055
152,0.061398230691461886
153,0.08778379336720558
154,0.14364853782757447
155,0.10817701497301058
156,0.2290755124009026
157,0.06722251759957376
158,0.043516568333711945
159,0.021960039247869642
160,0.054805382470041915
161,0.057812988855126736
162,0.06830807683010548
163,0.04130766641251433
164,0.6214736600867498
165,0.1353944505188338
166,0.026070532738355648
167,0.12843023833994124
168,0.06403278166312158
169,0.04898972004508317
170,0.02383833030827137
171,0.02066561888972772
172,0.013100092986998282
173,0.04494768800654531
174,0.019715781907271746
175,0.022651447872265293
176,0.06550096865002518
177,0.04537930595619141
178,0.08470391331215216
179,0.0712111721988651
180,0.12073875482581391
181,0.25195500360190914
182,0.4109834621569023
183,0.07005604020892565
184,0.030940506167051837
185,0.08021015973754451
186,0.02180300774566249
187,0.05691182159635626
188,0.010846472766523674
189,0.05866103274121203
190,0.048339854069937196
191,0.15150577053584036
192,0.06199959798368215
193,0.10613079308446732
194,0.05312540225144995
195,0.07841863847871793
196,0.02696916420303702
197,0.019278443947422286
198,0.12119292337901419
199,0.04184217511774871
200,0.06004902879271043
201,0.03667728126243338
202,0.010197830364799598
203,0.03184555471880738
204,0.03058922772133245
205,0.0606906259215812
206,0.09129021673644763
207,0.14980471700577444
208,0.12694067683328203
209,0.17849837115843847
210,0.1192583873018294
211,0.13031360737407072
212,0.023828430011738816
213,0.09859203638458527
214,0.06375386520898418
215,0.011490720716466812
216,0.03343860966882203
217,0.1057456196687262
218,0.05143002705635116
219,0.034973125658272625
220,0.06049203591974773
221,0.033124787713437895
222,0.02304109173466419
223,0.066962347666492
224,0.10716617272406273
225,0.042009738338557735
226,0.0763270970173275
227,0.022098441078138173
228,0.02742030751567824
229,0.046906225615084556
230,0.03973134010001931
231,0.03915708043589104
232,0.07411594038185151
233,0.14452326278529198
234,0.3037326329691633
235,0.13571286159581875
236,0.14766210061298018
237,0.08355111964096476
238,0.09358591809190732
239,0.08855902336782003
240,0.10448703348512212
241,0.07225581207220973
242,0.028108294605418846
243,0.2662186775275046
244,0.06538293733465848
245,0.10551332995895833
246,0.06322153699824459
247,0.09871258895456922
248,0.016844446383323275
249,0.02983952765930324
250,0.008304354868966149
251,0.019086371867576946
252,0.021714205664705652
253,0.0328664109300591
254,0.11000983067919953
255,0.06695654738346922
256,0.05888446159652482
257,0.13947062807553584
258,0.44552200645462076
259,0.10945987762488066
260,0.02335459916515642
261,0.24324741164501526
262,0.07506685255305086
263,0.3855129707763254
264,0.1657313164298312
265,0.09078323261170654
266,0.01343993572867258
267,0.05278286835359885
268,0.036977467869744166
269,0.08841911400859613
270,0.25611302917839973
271,0.0649888734473586
272,0.3660152948183162
273,0.11489274056866665
274,0.08204739297214729
275,0.015307351451244372
276,0.02163088378098589
277,0.0614683161650757
278,0.08325416924131605
279,0.019653447461961168
280,0.15412805401673843
281,0.25497005641843196
282,0.12891016145819648
283,0.08782885882947053
284,0.04498921458795389
285,0.1448050839058716
286,0.1795182783527537
287,0.25845109949467227
288,0.07719109185072574
289,0.06298762437599308
290,0.026793098184207345
291,0.06744674611541993
292,0.5272171229085577
293,0.03770103988751148
294,0.05311922841293473
295,0.2723137240252838
296,0.2654304084558664
297,0.015492218714120445
298,0.018271224918793905
299,0.0461893268500152
300,0.05971026678969272
301,0.16360852386740282
302,0.2448974653048824
303,0.10102819935881474
304,0.1168855050624634
305,0.259508016143565
306,0.2576605831581915
307,0.16896768144440547
308,0.2635743697032289
309,0.38391338619833165
310,0.09288948620335856
311,0.022663423566524316
312,0.04242779400136414
313,0.08917328787615185
314,0.06134626189622005
315,0.1993280040022446
316,0.8137431375374178
317,0.014075531993082271
318,0.06473921024400281
319,0.41109085402255235
320,0.017179719938499233
321,0.038349042031024176
322,0.26495636284411755
323,0.017136805097173205
324,0.040032154238660016
325,0.08642308112055908
326,0.02403348503448087
327,0.038203842064141534
328,0.13920741369459558
329,0.05587513846418741
330,0.09396971067854351
331,0.178927365733267
332,0.17575918167886895
333,0.2670401451757569
334,0.26116400621922564
335,0.16350196516941112
336,0.02681608544032306
337,0.2606220307176794
338,0.23031733020836412
339,0.15029043340243486
340,0.7506199509968452
341,0.3885831483790056
342,0.3112554703615648
343,0.027793305871799623
344,0.13984566801013498
345,0.04064621099677007
346,0.030018845859609414
347,0.011603733914572811
348,0.004786893700292741
349,0.06701120935243962
350,0.008488915245784462
351,0.009865137453850939
352,0.021087112899926777
353,0.07258506888003569
354,0.13410599539417145
355,0.12052421758377435
356,0.1193651133347903
357,0.10334112063794831
358,0.1534935776327949
359,0.11741623275203798
360,0.027662711036362392
361,0.13626109714856416
362,0.25908131124218214
363,0.018323810117410855
364,0.06835008786824966
365,0.6705127087250938
366,0.8151556391433784
367,0.3984858515821167
368,0.009798244453288779
369,0.029382213242422933
370,0.018948978735895405
371,0.04868505532570899
372,0.272238401026787
373,0.06679264374657963
374,0.01826443376840528
375,0.07901790916226542
376,0.010225914695892832
377,0.06231793735954695
378,0.06812250958729321
379,0.06675646747074104
380,0.01858345945488489
381,0.25511659139334264
382,0.03009243250766276
383,0.044075130207996534
384,0.1296999408994869
385,0.14859353688739182
386,0.09406004596808713
387,0.050815010108397396
388,0.09735885540616206
389,0.08236988915550307
390,0.02580402154372001
391,0.12644239756197623
392,0.09305954347660715
393,0.12243076858724417
394,0.73786131596072
395,0.8106572910813844
396,0.42909982978594924
397,0.08262468782839827
398,0.04112037694311302
399,0.10003848037665417
400,0.10833776010910985
401,0.25821758350954493
402,0.04630442240389429
403,0.07038555572380163
404,0.021272778759432398
405,0.043896184543517985
406,0.11865990489292735
407,0.2545311851292303
408,0.13985921022581788
409,0.5431202032725857
410,0.2675357412845345
411,0.15964897532992456
412,0.17723386513393175
413,0.11239174901423131
414,0.09003414812141494
415,0.14351690452531737
416,0.03802992672488512
417,0.038658120001960526
418,0.03039906684393652
419,0.12293141384233883
420,0.12558802120134868
421,0.05827384948320911
422,0.0778978683245159
423,0.02481549727645234
424,0.7914672544285352
425,0.9442601918408132
426,0.8700203921598115
427,0.027733316218880408
428,0.04183895543320356
429,0.25012964917814706
430,0.14692515307700243
431,0.032899885812327764
432,0.015383503123006431
433,0.022457416149106207
434,0.02084743090121205
435,0.04628389942625835
436,0.11773125575228965
437,0.06060583885671034
438,0.4204596456308538
439,0.6282301936514799
440,0.09341520182653044
441,0.14975263710747083
442,0.1473973838578298
443,0.2811740341394559
444,0.09549563701776798
445,0.2402203837229132
446,0.10079142714365617
447,0.0353554190728012
448,0.09216917855220526
449,0.12338713452649994
450,0.09845646454554363
451,0.0398667418197837
452,0.028417628512677567
453,0.32076174571407756
454,0.42664416887699147
455,0.15183834546812663
456,0.07104672761427208
457,0.02900439146415716
458,0.2486498594481087
459,0.071199353400479
460,0.2847935937941415
